id,text,sarcastic,rephrase,dialect,Texte_traduit
2842,بيقولك شيكابالا سرق كاس الدوري وقلب,0,,nile,يخبرك شيكابالا بسرقة كأس الدوري والقلب
2843,دير الخير وانساه ودير الشر واتفكره.,0,,magreb,دير آر ، ننسى ذلك ، ودير الشر وفكرته.
2844,لازم رضا عبد العال يكون عكس الآخرين لكي يستمر ظهوره إعلاميا مع أنه ضايع .,0,,nile,يجب أن يكون Reza Abdel -عكس الآخرين من أجل مواصلة مظهره الإعلامي ، على الرغم من ضائعه.
2845,ياعم حسام البدري ينوبك ثواب أترك المنتخب دة أنت افشل مدرب وكنت أفشل لاعب ولاتصلح تدرب مركز شباب,0,,nile,Yaam Hossam Al -Badri ، سوف تعطيك مكافأة.أترك الفريق.
2846,ابراهيموفيتش : هناك أمر مؤكد بطولة العالم من دوني لا تستحق المشاهدة...لا داعٍ من انتظار النهائيات!,0,,msa,إبراهيموفيتش: هناك شيء معين حول بطولة العالم من دوني ، الذي لا يستحق المشاهدة ... ليست هناك حاجة لانتظار النهائيات!
2847,قال البشير أتحدى لو فيه زول سمع بالهوت دوغ قبل حكومة الإنقاذ,0,,msa,قال الباشير ، أنا أتحدى ما إذا كان هناك تكبير ، سمعت الجذر دوغ قبل حكومة الخلاص
2848,بتعمل مقالب كتير في الناس وتتكلم عليهم وترجع تقول انا طيبه,0,,nile,أنت تقوم بالكثير من القمامة في الناس وتتحدث معهم وتعود لأقول إنني بخير
2849,فقط بالمسلسلات !!    لمّا يحزن الرجل تطلع لحيته بسرعة ؟,0,,nile,فقط في السلسلة !! عندما يكون الرجل حزينًا ، بدا لحيته بسرعة؟
2850,شالفايده اطرش تويتات و مافي اي ريتويت و الفولورز قليلين !؟,0,,levant,تشاليدا ، فاتني التغريدات ، لا توجد ريتات ، و fulhs قليلة!؟
2851,الشعور بالملل قد يحولك إلى انسان اكثر ابداعا وانجازا,0,,nile,الشعور بالملل قد يحولك إلى شخص أكثر إبداعًا وإنجازًا
2852,طب هو فين ام اللقاح قدمنا ومحدش رد علينا بقالنا شهور,0,,nile,الطب ، أين أم اللقاح.
2853,اعمى ولا شايف نفسه عنتيل زمانه وكل الناس مبهورة بيه,0,,nile,أنا أعمى ولا أرى نفسه مضادًا وقته وكل الناس مبهرون
2854,الناس ف مصر بتحب الكورة زى عنيها . مش معقول الهبل,0,,nile,الناس في مصر يحبون كرة القدم مثلها
2855,المتغافل دا ملك زمانه بيتغافل عن كل اللى بيضايقه وبكده بيعيش مرتاح نفسيا,0,,nile,يتجاهل كل من ماجاليفا ، ملك وقته ، كل الأشياء التي تزعجه ، وسيعيش في راحة نفسية
2856,البت لود عمها مهما كان فى جنوب صعيد مصر وهذه عاده غبيه,0,,nile,قرار عمها ، بغض النظر عن المبلغ في جنوب مصر العليا ، وهذا أمر معتاد غبي
2857,عوض أن يردم الحفرة التي كانت سببا في سقوطه و تأذيه بنى مستشفى بجوار الحفرة,0,,magreb,بدلاً من ملء الفتحة ، الذي كان سبب سقوطه وأذىه ، بنى مستشفى بجوار الحفرة
2858,الخال والد وانا بحب خالى جدا لانه مثل ابى كثيرا  ويعتنى بى,0,,nile,العم هو أب وأنا أحب عمي كثيراً لأنه مثل أبي ويهتم بي
2859,فى المدرسه بيعلموك ثم يعطوك الامتحان فى الحياه الامتحان الاول,0,,msa,في المدرسة ، نعرفك ، ثم نعطيك الامتحان في الحياة ، أول امتحان
2860,حينما يتحدث العقل مع القلب في الصلاة فإن القلب ينعم بالدفئ,0,,nile,عندما يتحدث العقل بالقلب في الصلاة ، ينعم القلب بالدفء
2861,شوفت المقلب شو مسوي ، اعمل نفسك مو عارف,0,,gulf,رأيت القالب ، ما هو متساوٍ ، لن تعرفه
2862,لا يوجد فى الهند سياسى شجاع بما فيه الكفاية لأن يحاول شرح أن الأبقار يمكن أكلها,0,,msa,لا يوجد سياسي شجاع في الهند لمحاولة شرح أنه يمكن تناول الأبقار
2863,عامل فيها ميسى و هو مش بيعرف يمشى اصلا,0,,nile,العامل فيه هو ميسي ، ولا يعلم أنه سيمشي على الإطلاق
2864,للاسف رغم انى دكتور و ناجح الا ان ابنى فشل باب النجار مخلع,0,,nile,لسوء الحظ ، على الرغم من أنني طبيبة وناجحة ، إلا أن ابني فشل في خلع باب النجار
2865,غبي اوي اللي فاكر نفسه مفيش زيه,0,,nile,غبي
2866,بحبك جدا رغم عيوبه بس هو حمار,0,,nile,أحبك كثيرًا على الرغم من أخطائه ، لكنه حمار
2867,فكر في سنة وتكلم في ثانية.,0,,nile,فكر في عام وتحدث في الثانية.
2868,هو فيه مياة نروى بيها الزرع اصلا,0,,nile,في الماء الذي روىه بالفعل
2869,ي أخي أحِب الناس اللي يتحمسُون مَعي يُوم أحط صورة يعلقُون ، ۈ يوم أرسِل بي سي يضحَكونْ ☹!! يجيبُون السعاادة الفئہ ذي,0,,levant,أخي ، أحب الأشخاص المتحمسين لهذا اليوم ، وأهم صورة ، يجيبون على الفئة
2870,القهوة صديقة كلاسيكية جداً خُلقت سمراء لتُقنعنا أن البياض لا يعني جمالاً ^̵̵̵ ابدعت الكويحه اللي كاتبتها ☺,0,,msa,القهوة هي صديقة كلاسيكية للغاية تم إنشاؤها امرأة سمراء لإقناعنا بأن اللون الأبيض لا يعني الجمال ^̵̵̵ لقد خلقت الكويحة التي كتبتها ☺
2871,منكم لله اخر سنه ليا وهتخرج ومش لقيا شغل اسدد المصاريف منكم لله بحق الحالي الي انا فيها,0,,nile,منكم إلى الله ، في العام الماضي بالنسبة لي ، وسوف تخرج ولا تفي بالمهمة.
2872,اجمل خبر اقاله حسام البدري من تدريب المنتخب المصري,0,,nile,أجمل الأخبار التي تم نقل Hossam Al -Badri من تدريب الفريق المصري
2873,المرتب انصرف واستلفنا كمان ونقول يارب نعرف نكمل الشهر,0,,nile,غادر الراتب والاقتراض ونقول يا رب ، نعلم أننا نكتمل الشهر
2874,دي تدخل بيتها تلاقي نضافة ع ايدك اليمين والشمال,0,,nile,هذا يدخل منزلها ، مضيفًا إلى يديك على اليمين والشمال
2875,لا تستهين بالقصيرات فالسنافر هزموا شرشبيل,0,,nile,لا تقلل من شأن أوجه القصور ، حيث هزم Sinfar Sharbil
2876,لو مش عاجبك روح المركب اللي تودي احسن من المركب اللي تجيب,0,,nile,إذا كنت لا تحب روح القارب الذي ترغب في أن تكون أفضل من المجمع الذي يجيب
2877,ده صوته شخص عامل زي الساقية صوت عالي على الفاضي,0,,nile,هذا هو صوته ، وهو زي عامل من المائي ، صوت بصوت عالٍ على الفراغ
2878,ليس كل ما يحفظه الطالب يفهمه وتأتي الاختبارات بما لا تحتويه الكتب,0,,nile,ليس كل ما يحفظه الطالب ويأتي الاختبارات مع ما لا تحتوي عليه الكتب
2879,اذا اغضبك احد ما فلا تجادله فإن الحياة مليئةبالحجارة.. لا لتتعثر بها.. بل اجمعها واضرب فيها اليجالطك,0,,nile,إذا كان شخص ما غاضبًا منك ، فلا تجادل معها ، فإن الحياة مليئة بالحجارة .. لا تتعثر معها .. بدلاً من ذلك ، اجمعها وضربها.
2880,عمال تاكل زي الحمار في النجيلة لا الحمار بيشبع ولا النجيلة بتخلص,0,,nile,يأكل العمال زي الحمير في ناجيلا ، ولا الحمير المشبع ولا النجاح
2881,لا مانع من الجلوس مع بعض المجانين لمعرفة قيمة العقل,0,,nile,لا يوجد أي اعتراض على الجلوس مع بعض الأشخاص المجانين لمعرفة قيمة العقل
2882,اذا اخبرك أحدهم سره فلن يصبح سرا، لذا لا عليك إن اخبرت الجميع,0,,nile,إذا أخبرك أحدهم سره ، فلن يصبح سراً ، لذلك لا يتعين عليك إخبار الجميع
2883,جامعات خاصه واهليه علشان اللي معاه قرشين يطلعهم ولايبيع هدومه ربنا ينتقم منكم ياظلمه,0,,nile,الجامعات الخاصة وخصائصها ، لأن أولئك الذين لديهم اثنين من المتقاعدين سيأتون إليهم ولا يبيعون أفعاله ، فاي الله ينتقم منك ، وقمعوه
2884,مش بهدومك وشياكتم دى رجولتك هى اناقتك,0,,nile,أنت لست مع تدميرك ورجوتك هي أناقتك
